mapping_id	cohort_id	annotation_field	original_label	harmonized_coarse	harmonized_mid	harmonized_fine	coarse_ontology_id	mid_ontology_id	fine_ontology_id	mapping_confidence	mapping_status	mapping_resolution_status	shadow_candidate_level	shadow_candidate_label	shadow_candidate_ontology_id	n_shadow_observations	mapping_source	source_sha256
shadow__2f86dd9559500aeb0b7b	GSE176021	marker_based_fine	NK_cytotoxic_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	NK_cytotoxic_like	state::fine::NK_cytotoxic_like	33135	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__97a91bd469387a4fbd59	GSE176021	marker_based_fine	TLS_B_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	TLS_B_like	state::fine::TLS_B_like	308	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__4fcd1972347a14293d16	GSE176021	marker_based_fine	TREM2_macrophage_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	TREM2_macrophage_like	state::fine::TREM2_macrophage_like	616	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__f6d85252724581644fd7	GSE176021	marker_based_fine	Treg_suppressive_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	Treg_suppressive_like	state::fine::Treg_suppressive_like	1386	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__242d90ed576ca460b488	GSE176021	marker_based_fine	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	Unknown	annotation_status::fine::Unknown	778798	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__0c6bb42492a499916251	GSE176021	marker_based_fine	angiogenic_endothelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	angiogenic_endothelial_like	state::fine::angiogenic_endothelial_like	48435	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__8b53257502348db092a7	GSE176021	marker_based_fine	neutrophil_TAN_NET_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	neutrophil_TAN_NET_like	state::fine::neutrophil_TAN_NET_like	2762	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__71f5abde1e170f9ff6a9	GSE176021	marker_based_fine	plasma_Ig_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	plasma_Ig_like	state::fine::plasma_Ig_like	94	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__ef2586f267e4717b1a66	GSE176021	marker_based_fine	tumor_IFN_APM_high_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_IFN_APM_high_like	state::fine::tumor_IFN_APM_high_like	500	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__629c0d98f39288d90418	GSE176021	marker_based_fine	tumor_WNT_exclusion_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_WNT_exclusion_like	state::fine::tumor_WNT_exclusion_like	2503	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__71360baa8307d90a38cb	GSE176021	marker_based_fine	tumor_cell_cycle_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_cell_cycle_like	state::fine::tumor_cell_cycle_like	15	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__8bc99a1e20bfe2a9bb18	GSE176021	marker_based_fine	vascular_endothelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	vascular_endothelial_like	state::fine::vascular_endothelial_like	85	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__c55a891b2aa8be728c9f	GSE176021	marker_based_mid	APC_priming_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	APC_priming_like		22499	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__e3e777c7e505367e907d	GSE176021	marker_based_mid	B_cell	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	B_cell	identity::mid::B_cell	18617	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__e47f71d2395e97948edb	GSE176021	marker_based_mid	CAF	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CAF	identity::mid::CAF	10632	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__5cf475aa5a1453873283	GSE176021	marker_based_mid	CD4_T	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CD4_T	identity::mid::CD4_T	16079	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__487a3edc7e727ce5ad1c	GSE176021	marker_based_mid	CD8_T	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CD8_T	identity::mid::CD8_T	50199	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__087524e58ba40d4e7f35	GSE176021	marker_based_mid	DC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	DC	identity::mid::DC	21190	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__31df3f61bea62977dd5a	GSE176021	marker_based_mid	Endothelial	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Endothelial	identity::mid::Endothelial	65357	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__8db96733242abaebf985	GSE176021	marker_based_mid	Macrophage	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Macrophage	identity::mid::Macrophage	12483	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__c1973af91b4b29ebb22f	GSE176021	marker_based_mid	Monocyte	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Monocyte	identity::mid::Monocyte	4244	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__ff1b4a9968c6f707aafd	GSE176021	marker_based_mid	NK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	NK	identity::mid::NK	34656	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__f218d0185317aa42df5c	GSE176021	marker_based_mid	NKT_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	NKT_like	identity::mid::NKT_like	31215	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__6184a616541d0676e7cd	GSE176021	marker_based_mid	Neutrophil_TAN_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Neutrophil_TAN_like	identity::mid::Neutrophil_TAN_like	2778	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__1a042fb57c1ebea7ecef	GSE176021	marker_based_mid	Plasma_cell	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Plasma_cell	identity::mid::Plasma_cell	3323	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__58147a72875642075f3e	GSE176021	marker_based_mid	Treg	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Treg	identity::mid::Treg	8062	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__4d958f7187b4aaac7eff	GSE176021	marker_based_mid	Tumor_epithelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Tumor_epithelial_like	identity::mid::Tumor_epithelial_like	12205	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__deea1001f8cd6cef9908	GSE176021	marker_based_mid	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Unknown	annotation_status::mid::Unknown	577182	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__4e784db8cf839ab949cf	GSE176021	marker_based_mid	pDC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	pDC	identity::mid::pDC	11742	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__837e6fbbdddd29949f01	GSE189903	marker_based_fine	CAF_inflammatory_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CAF_inflammatory_like	state::fine::CAF_inflammatory_like	262	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__5cb4dfb14270954b0ebc	GSE189903	marker_based_fine	CAF_myofibroblast_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CAF_myofibroblast_like	state::fine::CAF_myofibroblast_like	953	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__043909ef31e2d6b868ba	GSE189903	marker_based_fine	CD4_helper_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CD4_helper_like	state::fine::CD4_helper_like	2003	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__fb51bf8f130f16ce13a7	GSE189903	marker_based_fine	CD8_cytotoxic_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CD8_cytotoxic_like	state::fine::CD8_cytotoxic_like	348	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__a438f48ff27f1470a126	GSE189903	marker_based_fine	CD8_exhausted_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CD8_exhausted_like	state::fine::CD8_exhausted_like	237	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__2befdfef8098cb55f109	GSE189903	marker_based_fine	CD8_progenitor_exhausted_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CD8_progenitor_exhausted_like	state::fine::CD8_progenitor_exhausted_like	1096	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__400da380bd2d944e1b0f	GSE189903	marker_based_fine	CD8_terminal_exhausted_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	CD8_terminal_exhausted_like	state::fine::CD8_terminal_exhausted_like	353	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__4cbf87bc2bd0a4128a64	GSE189903	marker_based_fine	DC_migratory_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	DC_migratory_like	state::fine::DC_migratory_like	94	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__f84ed2b412c7d5495e2b	GSE189903	marker_based_fine	NK_cytotoxic_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	NK_cytotoxic_like	state::fine::NK_cytotoxic_like	5609	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__0ff508185194f363eac0	GSE189903	marker_based_fine	TLS_B_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	TLS_B_like	state::fine::TLS_B_like	583	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__124984cb240ed97d3803	GSE189903	marker_based_fine	TREM2_macrophage_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	TREM2_macrophage_like	state::fine::TREM2_macrophage_like	650	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__96c0926a5c998d47e074	GSE189903	marker_based_fine	Treg_suppressive_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	Treg_suppressive_like	state::fine::Treg_suppressive_like	573	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__5c85da072b1362fb2f8e	GSE189903	marker_based_fine	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	Unknown	annotation_status::fine::Unknown	92011	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__de7dedfaeb1263e9a57c	GSE189903	marker_based_fine	angiogenic_endothelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	angiogenic_endothelial_like	state::fine::angiogenic_endothelial_like	4716	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__8e6573eb6cf8ac6357bd	GSE189903	marker_based_fine	neutrophil_TAN_NET_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	neutrophil_TAN_NET_like	state::fine::neutrophil_TAN_NET_like	104	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__4b5390a7f8e6d088c87b	GSE189903	marker_based_fine	plasma_Ig_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	plasma_Ig_like	state::fine::plasma_Ig_like	965	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__34c4fe4fec5aad34f15b	GSE189903	marker_based_fine	tumor_IFN_APM_high_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_IFN_APM_high_like	state::fine::tumor_IFN_APM_high_like	492	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__cd06742f9668ec8f0245	GSE189903	marker_based_fine	tumor_WNT_exclusion_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_WNT_exclusion_like	state::fine::tumor_WNT_exclusion_like	468	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__443831a079c7dc64ac28	GSE189903	marker_based_fine	tumor_cell_cycle_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	tumor_cell_cycle_like	state::fine::tumor_cell_cycle_like	326	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__d8b0b31165b35101da95	GSE189903	marker_based_fine	vascular_endothelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	fine	vascular_endothelial_like	state::fine::vascular_endothelial_like	663	marker_based_fine_candidate_annotation.csv.gz	11fb72c7510c5613aef176329e928327e7ce3608c15e99d85c571ef3d6c77952
shadow__bdc10dbcfdb2561b58e9	GSE189903	marker_based_mid	APC_priming_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	APC_priming_like		2748	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__3f6e71c91ea7fbc8dd0e	GSE189903	marker_based_mid	B_cell	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	B_cell	identity::mid::B_cell	5924	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__d8174fe6ed64b10a83f1	GSE189903	marker_based_mid	CAF	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CAF	identity::mid::CAF	3271	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__395a1447ab351b116b16	GSE189903	marker_based_mid	CD4_T	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CD4_T	identity::mid::CD4_T	4810	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__10cc08412121d58578f9	GSE189903	marker_based_mid	CD8_T	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	CD8_T	identity::mid::CD8_T	9067	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__1e0e42efe12c8318b0df	GSE189903	marker_based_mid	DC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	DC	identity::mid::DC	2487	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__61bca450a62dd03f1530	GSE189903	marker_based_mid	Endothelial	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Endothelial	identity::mid::Endothelial	7090	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__09d8097cf47ba75461d3	GSE189903	marker_based_mid	Macrophage	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Macrophage	identity::mid::Macrophage	1704	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__3814bb8ad9eed0e76ba0	GSE189903	marker_based_mid	Monocyte	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Monocyte	identity::mid::Monocyte	968	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__4a1e868cb578449505d4	GSE189903	marker_based_mid	NK	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	NK	identity::mid::NK	6016	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__b63051b3ce18ce264c9b	GSE189903	marker_based_mid	NKT_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	NKT_like	identity::mid::NKT_like	2594	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__92d09ab432b24e94835b	GSE189903	marker_based_mid	Neutrophil_TAN_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Neutrophil_TAN_like	identity::mid::Neutrophil_TAN_like	2031	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__49f8c5bdda7b7ca9ef32	GSE189903	marker_based_mid	Plasma_cell	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Plasma_cell	identity::mid::Plasma_cell	1620	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__a74ed5bac8825d6392e5	GSE189903	marker_based_mid	Treg	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Treg	identity::mid::Treg	4367	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__291c42ff83a3a35bde7f	GSE189903	marker_based_mid	Tumor_epithelial_like	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Tumor_epithelial_like	identity::mid::Tumor_epithelial_like	4449	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__b1c7547f7fb094340440	GSE189903	marker_based_mid	Unknown	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	Unknown	annotation_status::mid::Unknown	52939	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
shadow__c6889534501a46ed0442	GSE189903	marker_based_mid	pDC	Unknown	Unknown	Unknown	annotation_status::coarse::Unknown	annotation_status::mid::Unknown	annotation_status::fine::Unknown	candidate_only	shadow_candidate	shadow_candidate	mid	pDC	identity::mid::pDC	421	marker_based_mid_annotation.csv.gz	8a93369d569423594390d587d4001a36f820bafb165dc04654523717b089b3ae
